04:01:09,1,0,0
04:01:24,1,0,0
04:01:40,1,0,128
04:01:56,2,0,159
04:02:12,2,0,172
04:02:31,1,1,117
04:02:46,1,1,0
04:03:02,1,1,128
04:03:18,1,1,137
04:03:34,1,1,132
04:03:49,1,1,0
04:04:05,2,0,0
04:04:21,2,0,0
04:04:36,2,0,0
04:04:51,1,0,0
04:05:06,1,0,0
04:05:21,1,0,0
04:05:36,1,0,0
04:05:52,1,0,0
04:06:07,1,0,0
04:06:22,1,0,0
04:06:37,1,0,0
04:06:52,1,0,0
04:07:08,1,0,0
04:07:23,1,0,0
04:07:38,1,0,0
04:07:53,1,0,0
04:08:08,1,0,0
04:08:23,1,0,0
04:08:38,1,0,0
04:08:54,1,0,0
04:09:09,1,0,0
04:09:24,1,0,0
04:09:39,1,0,0
04:09:54,1,0,0
04:10:09,1,0,0
04:10:24,1,0,0
04:10:39,1,0,0
04:10:54,1,0,0
04:11:10,1,0,0
04:11:25,1,0,0
04:11:40,1,0,0
04:11:55,1,0,0
04:12:10,1,0,0
04:12:25,1,0,0
04:12:40,1,0,0
04:12:55,1,0,0
04:13:10,1,0,0
04:13:26,1,0,0
04:13:41,1,0,0
04:13:56,1,0,0
04:14:11,1,0,0
04:14:26,1,0,0
04:14:41,1,0,0
04:14:56,1,0,0
04:15:11,1,0,0
04:15:27,1,0,0
04:15:42,1,0,0
04:15:57,1,0,0
04:16:12,1,0,0
04:16:27,1,0,0
04:16:42,1,0,0
04:16:57,1,0,0
04:17:12,1,0,0
04:17:28,1,0,0
04:17:43,1,0,0
04:17:58,1,0,0
04:18:13,1,0,0
04:18:28,1,0,0
04:18:43,1,0,0
04:18:58,1,0,0
04:19:13,1,0,0
04:19:28,1,0,0
04:19:44,1,0,0
04:19:59,1,0,0
04:20:14,1,0,0
04:20:29,1,0,0
04:20:44,1,0,0
04:20:59,1,0,0
04:21:14,1,0,0
04:21:29,1,0,0
04:21:44,1,0,0
04:22:00,1,0,0
04:22:15,1,0,0
04:22:30,1,0,0
04:22:45,1,0,0
04:23:00,1,0,0
04:23:15,1,0,0
04:23:30,1,0,0
04:23:45,1,0,0
04:24:01,1,0,0
04:24:16,1,0,0
04:24:31,1,0,0
04:24:46,1,0,0
04:25:01,1,0,0
04:25:16,1,0,0
04:25:31,1,0,0
04:25:46,1,0,0
04:26:01,1,0,0
04:26:17,1,0,0
04:26:32,1,0,0
04:26:47,1,0,0
04:27:02,1,0,0
04:27:17,1,0,0
04:27:32,1,0,0
04:27:47,1,0,0
04:28:02,1,0,0
04:28:18,1,0,0
04:28:33,1,0,0
04:28:48,1,0,0
04:29:03,1,0,0
04:29:18,1,0,0
04:29:33,1,0,0
04:29:48,1,0,0
04:30:03,1,0,0
04:30:18,1,0,0
04:30:34,1,0,0
04:30:49,1,0,0
04:31:04,1,0,0
04:31:19,1,0,0
04:31:34,1,0,0
04:31:49,1,0,0
04:32:04,1,0,0
04:32:19,1,0,0
04:32:34,1,0,0
04:32:50,1,0,0
04:33:05,1,0,0
04:33:20,1,0,0
04:33:35,1,0,0
04:33:50,1,0,0
04:34:05,1,0,0
04:34:20,1,0,0
04:34:35,1,0,0
04:34:50,1,0,0
04:35:06,1,0,0
04:35:21,1,0,0
04:35:36,1,0,0
04:35:51,1,0,0
04:36:06,1,0,0
04:36:21,1,0,0
04:36:36,1,0,0
04:36:51,1,0,0
04:37:07,1,0,0
04:37:22,1,0,0
04:37:37,1,0,0
04:37:52,1,0,0
04:38:07,1,0,0
04:38:22,1,0,0
04:38:37,1,0,0
04:38:52,1,0,0
04:39:07,1,0,0
04:39:23,1,0,0
04:39:38,1,0,0
04:39:53,1,0,0
04:40:08,1,0,0
04:40:23,1,0,0
04:40:38,1,0,0
04:40:53,1,0,0
04:41:08,1,0,0
04:41:23,1,0,0
04:41:39,1,0,0
04:41:54,1,0,0
04:42:09,1,0,0
04:42:24,1,0,0
04:42:39,1,0,0
04:42:54,1,0,0
04:43:09,1,0,0
04:43:24,1,0,0
04:43:39,1,0,0
04:43:55,1,0,0
04:44:10,1,0,0
04:44:25,1,0,0
04:44:40,1,0,0
04:44:55,1,0,0
04:45:10,1,0,0
04:45:25,1,0,0
04:45:40,1,0,0
04:45:56,1,0,0
04:46:11,1,0,0
04:46:26,1,0,0
04:46:41,1,0,0
04:46:56,1,0,0
04:47:11,1,0,0
04:47:26,1,0,0
04:47:41,1,0,0
04:47:56,1,0,0
04:48:12,1,0,0
04:48:27,1,0,0
04:48:42,1,0,0
04:48:57,1,0,0
04:49:12,1,0,0
04:49:27,1,0,0
04:49:42,1,0,0
04:49:57,1,0,0
04:50:13,1,0,0
04:50:28,1,0,0
04:50:43,1,0,0
04:50:58,1,0,0
04:51:13,1,0,0
04:51:28,1,0,0
04:51:43,1,0,0
04:51:58,1,0,0
04:52:13,1,0,0
04:52:29,1,0,0
04:52:44,1,0,0
04:52:59,1,0,0
04:53:14,1,0,0
04:53:29,1,0,0
04:53:44,1,0,0
04:53:59,1,0,0
04:54:14,1,0,0
04:54:30,1,0,0
04:54:45,1,0,0
04:55:00,1,0,0
04:55:15,1,0,0
04:55:30,1,0,0
04:55:45,1,0,0
04:56:00,1,0,0
04:56:15,1,0,0
04:56:30,1,0,0
04:56:46,1,0,0
04:57:01,1,0,0
04:57:16,1,0,0
04:57:31,1,0,0
04:57:46,1,0,0
04:58:01,1,0,0
04:58:16,1,0,0
04:58:31,1,0,0
04:58:47,1,0,0
04:59:02,1,0,0
04:59:17,1,0,0
04:59:32,1,0,0
04:59:47,1,0,0
05:00:02,1,0,0
05:00:17,1,0,0
05:00:32,1,0,0
05:00:47,1,0,0
05:01:03,1,0,0
05:01:18,1,0,0
05:01:33,1,0,0
05:01:48,1,0,0
05:02:03,1,0,0
05:02:18,1,0,0
05:02:33,1,0,0
05:02:48,1,0,0
05:03:03,1,0,0
05:03:19,1,0,0
05:03:34,1,0,0
05:03:49,1,0,0
05:04:04,1,0,0
05:04:19,1,0,0
05:04:34,1,0,0
05:04:49,1,0,0
05:05:04,1,0,0
05:05:20,1,0,0
05:05:35,1,0,0
05:05:50,1,0,0
05:06:05,1,0,0
05:06:20,1,0,0
05:06:35,1,0,0
05:06:50,1,0,0
05:07:05,1,0,0
05:07:20,1,0,0
05:07:36,1,0,0
05:07:51,1,0,0
05:08:06,1,0,0
05:08:21,1,0,0
05:08:36,1,0,0
05:08:51,1,0,0
05:09:06,1,0,0
05:09:21,1,0,0
05:09:37,1,0,0
05:09:52,1,0,0
05:10:07,1,0,0
05:10:22,1,0,0
05:10:37,1,0,0
05:10:52,1,0,0
05:11:07,1,0,0
05:11:22,1,0,0
05:11:37,1,0,0
05:11:53,1,0,0
05:12:08,1,0,0
05:12:23,1,0,0
05:12:38,1,0,0
05:12:53,1,0,0
05:13:08,1,0,0
05:13:23,1,0,0
05:13:38,1,0,0
05:13:53,1,0,0
05:14:09,1,0,0
05:14:24,1,0,0
05:14:39,1,0,0
05:14:54,1,0,0
05:15:09,1,0,0
05:15:24,1,0,0
05:15:39,1,0,0
05:15:54,1,0,0
05:16:10,1,0,0
05:16:25,1,0,0
05:16:40,1,0,0
05:16:55,1,0,0
05:17:10,1,0,0
05:17:25,1,0,0
05:17:40,1,0,0
05:17:55,1,0,0
